Country,Framing,Category,Rule,Weight,Matched text,Sentence
United Kingdom,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,Startup,"Startup Coalition, ‘Startup Manifesto 2024’ (https://drive.google.com/file/d/17ydUmqoW1QKWmQek0Q6Cf4T 2024."
United Kingdom,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"NHS England, ‘Al Regulation’ (https://transform.england.nhs.uk/ai-lab/ai-labprogrammes/regulating-the-ai-ecosystem/), 2022."
United Kingdom,AI-friendly,deregulatory or flexible governance,regulatory sandbox,1.8,sandboxes,"Bank for International Settlements, ‘Regulatory sandboxes and fintech funding: evidence from the UK’ (https://www.bis.org/publ/work901.htm), 2022 (revised 2023)."
United Kingdom,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,funding,"Bank for International Settlements, ‘Regulatory sandboxes and fintech funding: evidence from the UK’ (https://www.bis.org/publ/work901.htm), 2022 (revised 2023)."
United Kingdom,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,Competitive,"Cabinet Office, ‘Guidance: Competitive Tendering Procedures’ (https://www.gov.uk/government/publications/procurement-act-2023-guidance- documents-define-phase/competitive-tendering-procedures- html#:~:text=The%20competitive%20flexible%20procedure%20replaces, their%200w n%20competitive%20tendering%20procedure), 2024 (accessed 15 October 2024) 18."
United Kingdom,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,competitive,"Cabinet Office, ‘Guidance: Competitive Tendering Procedures’ (https://www.gov.uk/government/publications/procurement-act-2023-guidance- documents-define-phase/competitive-tendering-procedures- html#:~:text=The%20competitive%20flexible%20procedure%20replaces, their%200w n%20competitive%20tendering%20procedure), 2024 (accessed 15 October 2024) 18."
United Kingdom,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,Fund,"NHS England, ‘Al Diagnostic Fund’ (https://transform.england.nhs.uk/ai-lab/ailab-programmes/ai-in-imaging/ai-diagnostic-fund/), 2024 (accessed 2024) 15 October 19."
United Kingdom,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,fund,"NHS England, ‘Al Diagnostic Fund’ (https://transform.england.nhs.uk/ai-lab/ailab-programmes/ai-in-imaging/ai-diagnostic-fund/), 2024 (accessed 2024) 15 October 19."
France,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,Funding,"Funding and the AI summit will be an opportunity to highlight historic levels of public and private investments, driven by French, European, and international players."
France,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"In this regard, France aims to host and reinforce its talents, corporates, as well as cutting-edge infrastructures for the development and use of AI, to serve its innovation ecosystem, from startups to industry and research laboratories."
France,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,growth,"FRANCE, A LEADER IN AI France is experiencing rapid growth in the field of artificial intelligence (AI)."
France,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"Thanks to sustained innovation dynamics, world’s top-level talents, record fundraising, and the establishment of major international players, the French AI ecosystem is developing and structuring itself at an unprecedented pace."
France,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,investment,"+ de 1,000 IA startups in 2025 1st European country for foreign investment projects in AI €1.9 bn raised in AI in 2024 The structuring of French investment funds, coupled with the attractiveness of France for foreign investments, enables world-class AI companies to grow."
France,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,investment,"+ de 1,000 IA startups in 2025 1st European country for foreign investment projects in AI €1.9 bn raised in AI in 2024 The structuring of French investment funds, coupled with the attractiveness of France for foreign investments, enables world-class AI companies to grow."
France,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,capital,"With 30% of national venture capital investments dedicated to AI, France leads ahead of the United States (28%), the United Kingdom (25%), and China (17%)."
France,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ecosystem,"In 2024, several major transactions marked the ecosystem."
France,AI-friendly,investment and competitiveness,investment/competitiveness/growth,1.0,investment,"France has been the top destination in Europe for foreign investment projects in AI for over five years, according to the EY barometer."
France,AI-friendly,open ecosystem and market access,open data/infrastructure/ecosystem,1.2,ECOSYSTEM,"5 FRANCE OFFERS AI SOLUTIONS TAILORED TO ALL ECONOMIC SECTORS FRANCE IS DEVELOPING AI TECHNOLOGIES TAILORED TO EACH MODALITY 6 FRANCE HAS AN AI ECOSYSTEM COVERING THE ENTIRE VALUE CHAIN 7 A P O L I C Y F O C U S E D O N I N N O VAT I O N A N D AT T R A C T I V E N E S S 8 SINCE 2018, MORE THAN €2.5 BILLION HAS BEEN INVESTED IN RESEARCH AND TECHNOLOGY The first phase of the €1.5 billion National AI Strategy (2018-2022) has helped to structure a strong research ecosystem."
